Revenue,Costs,a d'e,MEMBERS,COUPE,Cond,Cafe
2151.73707,1893.66452,2.92,3093,yes,poor,bar
2607.18391,1399.10786,3.58,4135,no,satisfactory,machine
4308.61939,3866.85221,3.6,4373,no,excellent,machine
4627.65388,2142.39032,1.59,5510,no,poor,kiosk
2101.77193,894.40711,1.25,6394,no,satisfactory,machine
1225.32744,1890.31899,5.95,2319,no,excellent,bar
2914.65057,1596.82586,4.71,2377,no,excellent,bar
3813.41888,4849.03667,4.25,2771,no,excellent,kiosk
1581.90119,507.03366,6,2958,yes,excellent,machine
3354.11500,373.78893,3.18,1645,yes,satisfactory,kiosk
8041.77561,7185.79637,1.89,4478,no,excellent,machine
1393.48626,507.55423,1.22,2441,yes,satisfactory,bar
4372.46433,2641.18131,3.14,5787,no,excellent,bar
2147.39619,3687.99251,6.31,945,yes,satisfactory,kiosk
2744.71971,1296.07503,5.57,4939,yes,poor,bar
752.99506,615.11995,2.84,6229,no,excellent,machine
5709.88803,6572.22997,1.95,6090,no,excellent,machine
2195.30498,1027.11006,2.9,2882,no,poor,bar
2756.70778,2740.18830,3.91,6403,yes,poor,machine
7367.29796,8989.02874,3.93,4541,no,excellent,kiosk
1781.36720,3362.35384,5.83,4699,no,poor,machine
9916.01020,5187.11020,4.68,4236,yes,satisfactory,kiosk
1084.04277,576.87989,2.45,6310,yes,satisfactory,bar
11000.87536,10361.43461,2.83,3846,yes,excellent,kiosk
1321.09550,2141.19479,5.31,1689,no,satisfactory,bar
1801.59236,1456.86552,4.26,1820,no,satisfactory,bar
1516.62759,627.07578,1.72,4518,no,satisfactory,bar
2367.67112,2337.69271,4.56,2252,no,satisfactory,bar
1885.12766,2227.32495,3.71,1681,no,excellent,machine
3767.39263,6817.93726,2.49,2661,no,excellent,kiosk
1995.04881,1305.31649,3.83,3783,no,satisfactory,kiosk
1252.82246,997.41649,4.6,1229,no,satisfactory,bar
9131.37699,7971.42088,6.25,4601,yes,excellent,machine
762.49871,809.77999,3.35,1523,no,poor,bar
2742.96490,4063.69582,5.43,842,yes,satisfactory,kiosk
3350.60702,2766.25395,3.7,2957,no,poor,kiosk
1350.87818,2411.28054,3.31,4685,no,poor,kiosk
2835.69736,1259.09406,4.1,4799,yes,poor,kiosk
1861.68382,2480.10307,3.22,4988,no,excellent,machine
590.63809,961.32856,4.15,4614,no,satisfactory,kiosk
1846.11072,1499.35227,2.62,3602,yes,satisfactory,kiosk
4630.65084,3059.02206,1.98,3598,no,poor,bar
3134.91391,3688.59706,1.94,3792,yes,poor,machine
3800.65451,3055.78045,4.38,3815,yes,satisfactory,bar
4262.02439,2740.25065,1.62,1110,yes,poor,bar
3491.29847,1281.30925,1.64,5024,no,satisfactory,kiosk
2145.29442,1670.29041,4.59,1480,no,satisfactory,machine
855.07198,1335.40278,1.87,2380,no,poor,machine
9109.07787,9120.82591,4.22,3001,yes,excellent,machine
7756.40828,6927.26629,6.83,1167,no,excellent,machine
3854.74969,1329.34240,2.13,4188,no,satisfactory,bar
1573.99151,362.94791,4.54,4620,no,poor,bar
1015.72707,1238.06074,2.09,3841,no,excellent,machine
10776.65425,10222.12760,1.2,3740,no,excellent,bar
4660.41029,4373.17825,2.12,1668,no,excellent,kiosk
2632.78752,3017.88624,4.92,4092,no,excellent,machine
1270.73167,2057.02146,2.94,2024,no,poor,kiosk
2746.11365,1759.86014,2.39,3126,yes,poor,kiosk
1191.53135,1637.49331,2.48,7215,no,excellent,kiosk
696.99460,749.92364,3.55,2618,no,poor,kiosk
3645.64300,6798.54921,4.32,4582,no,satisfactory,machine
1940.00489,3454.83774,1.63,7150,no,satisfactory,kiosk
1151.47195,401.06741,2.12,2242,no,excellent,bar
306.85396,351.55758,6.64,2032,no,excellent,bar
2950.52299,1462.40513,2.9,7232,no,poor,machine
991.84544,575.83654,4.91,2010,no,excellent,kiosk
6304.14247,5846.70515,5.13,4116,yes,excellent,bar
3020.72789,4206.71015,6.19,1519,no,poor,bar
793.88319,587.47583,1.04,6548,no,poor,bar
1896.24394,2357.23948,3.15,3070,no,excellent,machine
1217.82931,544.72979,1.73,6194,yes,satisfactory,machine
1825.40638,2147.69710,3.41,925,no,satisfactory,machine
5031.41609,2195.86212,6.62,3534,yes,excellent,kiosk
4853.68958,7529.36000,1.06,4994,yes,satisfactory,kiosk
7396.87116,8933.32541,3.45,5094,no,satisfactory,machine
6169.84845,5785.58927,5.56,4272,no,poor,bar
2365.45262,1926.92998,2.62,6359,no,excellent,bar
1084.18195,676.77161,2.26,2085,no,satisfactory,bar
2181.46820,517.63222,5.01,2476,no,satisfactory,kiosk
717.38851,1353.66804,3.42,2040,no,poor,machine
2073.88547,1999.66382,5.04,1093,no,excellent,bar
6821.91775,6002.10499,4.55,3344,no,excellent,bar
1778.30025,1600.18281,2.97,5082,no,excellent,kiosk
2338.23105,3395.57779,4.73,3166,yes,excellent,machine
1855.79494,2498.65581,1.85,3141,no,satisfactory,machine
4933.08177,490.99083,3.79,3385,no,excellent,machine
4598.84283,6646.63869,1.58,2892,no,satisfactory,machine
3132.31503,3696.09065,2.55,3960,yes,satisfactory,bar
2664.04180,4347.65489,2.39,2497,no,excellent,kiosk
1545.95719,2081.38499,1.83,3213,yes,satisfactory,kiosk
645.93406,380.50697,3.84,3925,yes,excellent,kiosk
1900.77536,832.52961,3.53,6311,no,poor,bar
2448.18683,1881.00851,1.25,2417,no,poor,bar
2324.86277,4528.29019,7.07,3786,no,poor,kiosk
8155.26644,7775.26534,2.79,2592,no,satisfactory,bar
4352.32251,4619.07720,3.72,3045,yes,excellent,kiosk
2588.21866,3366.53671,4.54,2889,no,poor,machine
289.46963,223.93834,2.49,2637,no,poor,bar
1888.06594,101.38975,4.83,3367,no,poor,bar
3064.37666,2619.35891,3.77,3258,yes,satisfactory,bar
672.98323,574.32065,1.36,4974,no,satisfactory,bar
1168.64735,180.23465,3.86,3790,no,poor,kiosk
6584.27084,6450.50358,2.08,3098,no,satisfactory,kiosk
1666.45814,1017.21460,3.03,1190,no,poor,kiosk
697.04357,355.59415,4.67,2474,no,satisfactory,bar
1510.54007,2176.01101,2.64,2658,no,poor,kiosk
5715.29204,6058.71050,3.74,1894,no,poor,machine
3634.58211,2894.04401,1.27,3340,yes,poor,machine
789.58665,308.12972,2.04,5556,no,satisfactory,bar
1234.76371,628.71447,2.66,6523,yes,satisfactory,bar
1287.74068,847.59760,3.91,4070,no,satisfactory,kiosk
5079.90182,4415.06457,3.09,4603,no,excellent,bar
5045.77662,5627.79750,1.6,2346,yes,satisfactory,kiosk
992.85408,1134.13469,5.86,3077,no,excellent,bar
464.71544,313.17009,5.55,1920,no,poor,kiosk
1424.92267,2112.74708,2.42,6495,no,excellent,bar
6722.27205,4651.92441,5.33,5498,no,excellent,kiosk
1112.15073,1322.53350,5.11,3309,no,poor,kiosk
3587.44602,3697.25911,3.62,871,no,poor,machine
7692.24325,8440.26565,3.54,3258,no,excellent,machine
3353.68766,1978.13995,2.63,4416,no,poor,bar
7126.61175,5541.05331,4.32,3309,no,excellent,bar
4707.26057,1235.07101,4.22,5963,no,excellent,machine
2448.63551,911.95422,5.92,5416,no,satisfactory,machine
1324.58704,1160.76300,2.92,4980,no,satisfactory,machine
838.49847,515.86445,4.59,2576,no,satisfactory,bar
5314.02098,3311.10820,3.13,2976,yes,satisfactory,machine
2967.19981,1704.41401,2.67,5178,no,satisfactory,kiosk
4474.49924,4456.09530,3.58,1572,yes,excellent,machine
730.47886,1152.33117,1.84,1959,no,poor,bar
439.08523,434.64143,6.73,4619,yes,poor,bar
5070.60356,6682.64862,1.25,3719,no,satisfactory,machine
2660.91755,2138.42965,1.93,4184,yes,satisfactory,kiosk
5486.85534,4068.13723,4.13,3843,no,excellent,bar
3372.07102,3136.21503,3.72,2321,no,satisfactory,kiosk
2729.56997,337.88035,3.18,4041,yes,satisfactory,kiosk
2402.68267,1554.84113,4.6,1904,yes,satisfactory,kiosk
744.56808,352.34288,1.87,2941,yes,satisfactory,bar
2311.41528,2267.04755,2.96,4848,no,excellent,kiosk
2355.23179,1812.68347,5.12,3172,no,poor,bar
2355.60759,3564.78329,4.3,4485,yes,poor,bar
3058.15255,5084.21206,2.43,2374,yes,excellent,machine
1795.24416,1507.58386,2.12,5594,no,satisfactory,bar
3701.86193,2600.54809,1.91,1332,no,satisfactory,bar
2379.63504,567.00380,5.29,5617,no,satisfactory,machine
2456.29581,744.87849,1.39,2741,yes,poor,bar
3247.91808,4485.97148,1.52,1832,no,satisfactory,bar
3036.72379,2507.31216,2.32,6837,yes,satisfactory,bar
536.59766,677.79056,4.79,1451,no,satisfactory,kiosk
2397.42875,1394.30122,4.14,6413,no,poor,bar
1816.00916,238.11966,1.43,4694,no,poor,kiosk
3250.72265,3435.17322,4.7,6061,no,poor,machine
293.16994,107.86478,6.18,5221,yes,poor,machine
10250.16584,11659.46323,2.84,2038,no,excellent,machine
1983.77851,790.67068,1.72,4137,no,excellent,bar
492.71932,735.81483,2.09,1265,no,excellent,kiosk
2842.93360,913.81659,3.4,2153,no,excellent,bar
6896.37684,9292.13590,2.54,2621,no,excellent,kiosk
827.38421,507.55205,4.12,2107,yes,excellent,kiosk
1801.57832,2701.15485,1.23,3787,no,poor,kiosk
525.72806,484.26010,2.01,2581,no,satisfactory,kiosk
11877.96816,4964.53868,2.47,2118,no,poor,bar
2956.82414,1902.15052,6.5,2778,yes,satisfactory,bar
1084.79352,379.25337,2.22,6513,no,poor,kiosk
1700.33222,1593.73275,6.16,4323,yes,satisfactory,machine
778.09954,627.00543,2.55,2001,no,satisfactory,bar
4188.17326,2983.98247,4.87,2232,yes,satisfactory,bar
1133.73942,1561.27901,3.44,2488,yes,satisfactory,bar
2631.71728,2476.62286,2.26,4084,no,poor,kiosk
2531.84254,2320.12902,2.91,3186,no,satisfactory,bar
5372.88255,5995.74901,3.74,2056,no,excellent,machine
4075.44752,5132.81677,3.38,6684,no,excellent,machine
7323.89604,4579.82998,1.84,2296,no,excellent,bar
3785.47057,1911.76508,2.75,2875,no,excellent,machine
1605.77950,1399.45236,3.52,5324,yes,excellent,bar
268.07523,247.19567,6.56,3654,no,satisfactory,kiosk
2654.70876,2543.82706,2.61,2297,yes,excellent,machine
3932.32820,3827.75562,5.64,5172,yes,satisfactory,machine
8574.16028,8697.07459,1.31,3403,yes,satisfactory,machine
697.77403,285.89602,5.52,4229,yes,poor,kiosk
4038.88337,5449.83416,4.04,4960,no,satisfactory,machine
2392.50783,2055.64967,1.26,5935,no,excellent,kiosk
481.00703,579.43239,4.33,3664,no,satisfactory,machine
1649.87447,2362.07745,2.9,2894,no,poor,machine
4892.48959,3260.71214,4.21,2716,no,satisfactory,bar
3578.51979,3374.50676,3.89,4538,no,satisfactory,bar
1113.01603,1617.65688,4.14,1001,no,satisfactory,machine
731.30062,149.15789,3.46,3692,no,poor,kiosk
1284.89064,1717.86027,2.17,924,no,excellent,bar
3258.84581,390.77248,3.58,1625,yes,satisfactory,machine
437.05921,253.84417,3.02,4967,no,satisfactory,bar
2462.99798,3487.39994,1.25,1009,yes,poor,machine
3116.94674,1546.56928,3.12,1745,yes,excellent,kiosk
3865.38522,3743.47689,4.58,6641,no,poor,bar
701.77616,879.84853,4.03,1927,no,satisfactory,machine
3770.34853,5700.94367,5.84,928,no,poor,bar
3069.15158,2686.78608,3.46,3548,no,satisfactory,bar
1201.53360,672.84227,3.58,1536,no,excellent,bar
1156.92558,1703.80987,2.08,2771,no,satisfactory,machine
2074.07237,2609.79047,3.37,3722,no,poor,machine
7237.62625,4467.96494,3.17,5684,yes,satisfactory,bar
4936.33603,5416.21300,1.55,2122,no,satisfactory,kiosk
6116.25253,5369.77837,4.76,4797,yes,excellent,machine
1934.03202,1299.78222,1.45,3466,no,poor,kiosk
2952.60028,2999.12665,2.38,3855,no,satisfactory,kiosk
3632.53010,1516.27233,3.68,4744,yes,satisfactory,kiosk
698.71641,427.54020,4.66,3147,yes,satisfactory,machine
1002.79741,1166.77131,5.14,2155,no,excellent,bar
3217.94891,1771.37689,4.28,4442,yes,satisfactory,machine
995.35557,1078.55059,4.32,1458,no,satisfactory,bar
2090.75716,3666.94524,4.15,4405,no,excellent,kiosk
3121.25199,3109.62615,1.82,6416,no,excellent,machine
7266.50727,4104.98337,3.63,3287,no,excellent,bar
1043.56038,972.68154,3.51,4127,yes,excellent,bar
2277.04573,2158.91002,6.46,4662,no,excellent,kiosk
2180.07741,1987.56831,4.23,5005,no,excellent,machine
1975.10077,1134.15196,3.22,4397,yes,satisfactory,bar
2836.89314,1684.25078,5.71,7176,yes,poor,bar
248.65380,293.64858,2.49,2070,no,satisfactory,kiosk
1790.90407,2461.43115,5.01,1419,no,excellent,bar
3326.51113,6117.27633,1.84,2921,no,satisfactory,bar
1355.47549,2483.12238,5,1069,no,satisfactory,machine
2050.66275,2476.79354,6.35,2368,no,poor,kiosk
2973.32341,1997.86161,1.99,3385,no,poor,machine
2198.90752,1194.73612,1.04,5678,no,poor,machine
3136.85022,2910.02221,5.61,3912,yes,poor,bar
4394.60636,7866.72840,4.34,2996,no,satisfactory,bar
2197.59556,897.05592,2.55,5615,no,excellent,kiosk
863.11876,437.52810,4.07,4177,yes,excellent,kiosk
2540.20416,3532.86087,4.19,3575,no,excellent,machine
7614.09447,6638.28365,3.47,4917,no,satisfactory,kiosk
2025.73696,2714.90785,2.1,5183,no,excellent,machine
4311.84147,3075.60468,4.61,814,yes,satisfactory,kiosk
10340.89874,9062.94600,1.66,2340,no,excellent,bar
2783.85629,3844.24646,2.79,3203,no,satisfactory,machine
4238.60807,2433.52908,2.88,3908,yes,poor,kiosk
2096.47582,3703.68895,1.3,1273,no,excellent,bar
10356.38680,8553.82947,4.3,3936,no,excellent,machine
1417.14304,1673.61933,3.21,1138,no,satisfactory,machine
3157.36171,2003.25998,4.22,4378,no,excellent,kiosk
1063.16541,633.80624,6.09,3731,yes,excellent,machine
1963.70006,1827.50168,1.57,1734,no,satisfactory,bar
819.14825,1346.88243,1.71,4764,no,poor,machine
5263.16701,3508.39622,2.35,4634,yes,satisfactory,kiosk
1066.85136,560.48870,1.64,4514,no,satisfactory,machine
709.92860,126.43812,2.75,3002,yes,poor,machine
5441.27964,4861.79640,3.36,3953,no,satisfactory,machine
4594.64880,3983.14727,1.97,2063,no,excellent,kiosk
7389.13294,3723.87815,1.31,4311,no,excellent,machine
696.36027,1006.43909,5.32,3546,no,excellent,kiosk
1170.17167,1251.42221,3.6,5363,no,excellent,kiosk
3688.63120,3645.30977,1.47,2462,no,satisfactory,kiosk
5627.23905,4261.99990,5.1,4864,no,satisfactory,kiosk
967.65680,1282.19621,1.14,1744,no,satisfactory,bar
5017.67486,7947.17888,2.49,4464,no,poor,machine
2281.86238,2242.73584,6.68,4605,yes,excellent,machine
1811.82948,2146.07572,4.24,1316,no,excellent,machine
4804.90799,1692.97780,2.29,5226,no,excellent,bar
1204.50341,2245.39941,2.14,3328,no,poor,kiosk
6942.62015,6254.05723,4.51,4454,yes,excellent,bar
1290.32404,1805.53981,2.27,2337,no,satisfactory,machine
9442.13563,8269.28309,2.69,6993,no,satisfactory,bar
3637.34303,3050.21450,1.54,2156,yes,poor,kiosk
1507.05027,1909.25741,1.27,1350,no,poor,bar
4860.58052,5242.55637,1.02,2416,yes,satisfactory,machine
4074.90379,752.69478,2.71,4903,yes,poor,machine
2827.56958,3888.52909,1.88,1417,no,satisfactory,bar
4468.46924,4557.14867,3.2,1349,no,poor,bar
1088.40473,1417.08684,1.49,3217,no,excellent,machine
962.74990,1191.48477,4.86,3492,yes,excellent,machine
4008.16191,1261.91800,1.29,1703,no,excellent,bar
5075.04502,5412.47720,1.45,4603,no,poor,kiosk
1404.09232,2577.89862,1.13,4364,no,satisfactory,machine
1956.39941,1099.71082,4.19,2938,no,satisfactory,bar
886.96787,692.19041,2.86,2637,no,excellent,kiosk
2744.59906,657.80207,4.24,1293,yes,satisfactory,kiosk
2619.93256,1270.62138,5.6,4040,yes,poor,kiosk
2504.57699,2555.54133,1.89,810,no,satisfactory,kiosk
1075.24271,687.65284,2.52,6301,no,poor,kiosk
827.88923,978.21828,1.02,2211,no,satisfactory,machine
1484.63749,1903.25969,1.74,1256,no,poor,machine
5115.67942,3491.46173,2.53,3935,no,poor,kiosk
340.11617,163.75723,1.84,4850,no,poor,machine
2272.12311,2432.89938,3.88,3019,no,satisfactory,kiosk
3351.85739,2873.60880,3.8,3370,no,poor,kiosk
4316.97540,3393.69084,1.04,5386,yes,poor,kiosk
667.05433,303.62041,5.14,2448,no,excellent,bar
3974.75386,1409.45766,2.68,4623,no,excellent,kiosk
840.37780,391.09076,3.86,2321,yes,poor,machine
3517.27055,2802.34586,5.29,2743,no,excellent,machine
1214.17447,570.85044,4.66,2400,no,satisfactory,machine
2143.01136,1523.11314,2.11,3036,yes,excellent,bar
2379.88446,3652.46570,3.33,2978,yes,poor,bar
1128.66290,2030.49345,5.25,1648,no,poor,bar
1485.02004,1912.48166,4.43,3142,no,poor,machine
2125.59239,2783.04010,1.21,3790,no,poor,machine
5136.88016,3703.30615,2.38,1477,no,excellent,bar
3566.53272,1540.42663,1.08,5473,yes,excellent,bar
6839.33361,3157.04351,3.92,3250,yes,excellent,bar
5350.52457,2354.30814,6.08,2881,yes,poor,kiosk
1415.52862,1346.48888,5.56,4462,no,satisfactory,bar
1527.13154,1838.96430,3.92,2205,no,excellent,bar
2084.55952,2074.37003,3.82,4226,no,excellent,machine
3161.14793,1306.00602,4.62,5521,no,excellent,bar
2004.90883,2278.67513,2.21,2125,no,satisfactory,bar
869.88790,626.02936,1.92,4576,no,excellent,bar
394.86069,570.79579,4.56,3013,no,satisfactory,machine
2549.00026,1437.75059,5.69,6578,no,poor,bar
1815.82802,2355.16136,2.48,4492,no,satisfactory,bar
2035.85313,2468.74052,6.64,4012,no,poor,kiosk
2044.73563,393.01265,6.23,2962,no,satisfactory,bar
3801.27685,7093.52566,1.02,2377,no,satisfactory,bar
5865.97571,8143.26201,5.02,2957,no,excellent,bar
4792.29034,6678.11675,5.85,1462,no,satisfactory,bar
1025.32996,710.16154,3.63,6351,no,excellent,kiosk
7859.82557,8804.85178,6.52,3449,no,satisfactory,machine
6305.06479,7572.25856,5.76,2355,no,satisfactory,kiosk
4283.80072,1197.24586,2.58,2693,yes,excellent,machine
1563.18551,2601.99896,2.42,3348,no,excellent,machine
1190.84017,86.51365,6.06,1337,no,poor,bar
4784.24657,4958.34885,1.76,1876,yes,excellent,kiosk
3019.07680,806.42448,2.99,4938,no,poor,kiosk
2064.81061,2224.65014,2.39,3321,yes,poor,machine
6866.58999,7867.67770,3.57,1654,no,satisfactory,machine
4271.88367,6287.86355,1.88,2935,yes,excellent,machine
6555.22179,6258.85834,5.36,5672,yes,excellent,machine
2496.58149,2426.94125,3.53,3203,no,excellent,bar
2910.83479,2512.47674,1.42,4784,no,satisfactory,machine
1738.39075,1842.81712,1.71,1492,no,satisfactory,kiosk
12341.15679,6394.98695,2.15,3437,yes,excellent,bar
1715.86803,617.29596,3.87,2420,no,excellent,kiosk
542.84414,110.35153,3.3,3187,no,poor,bar
1808.17941,1023.86959,1.62,6435,no,poor,machine
682.36269,543.92396,4.87,6078,no,satisfactory,machine
2344.28660,833.98159,2.47,5403,no,satisfactory,kiosk
8127.68921,8446.65138,2.81,1436,no,excellent,kiosk
4654.97962,3090.18726,2.1,1135,no,poor,kiosk
2362.22249,3665.01692,3.99,3667,no,satisfactory,bar
1593.93764,970.35143,3.93,1122,yes,satisfactory,machine
3057.56159,1325.08679,1.66,2595,no,excellent,kiosk
1283.80061,998.75445,1.78,4553,no,poor,kiosk
2051.81365,2525.66674,4.03,5696,no,excellent,kiosk
1559.16254,1510.86878,1.06,2361,no,excellent,bar
1279.99509,179.08890,5.08,4196,no,satisfactory,bar
9026.51845,10975.79446,2.92,3268,no,excellent,bar
4365.24910,6274.28160,3.42,1290,no,excellent,machine
482.99453,99.49188,4.54,3086,no,poor,bar
3358.82519,3259.04781,2.33,4588,yes,satisfactory,bar
6164.59265,6059.91884,4.57,7241,yes,satisfactory,machine
3451.14891,4743.56998,1.86,1826,no,poor,bar
953.59285,726.02182,3.39,5053,no,poor,machine
1766.68942,334.91932,3.02,6510,no,satisfactory,kiosk
2351.51820,1377.53329,4.93,4974,no,excellent,kiosk
2080.50288,1092.60717,2.64,1222,no,satisfactory,bar
346.15709,365.94095,4.38,2298,no,satisfactory,bar
1141.03402,2035.56665,5.33,849,no,excellent,bar
20815.90574,17598.71728,2.54,1247,yes,excellent,kiosk
2917.77567,2325.87864,4.6,2002,yes,poor,bar
2623.88719,2597.79219,4.16,2183,no,excellent,kiosk
1380.63881,1198.48047,3.22,3822,no,satisfactory,machine
3673.94887,2797.73240,1.56,2977,yes,poor,bar
3221.08934,2094.36023,1.52,2726,no,excellent,kiosk
3097.01966,1852.69765,4.09,4064,yes,excellent,bar
4034.20562,4493.81053,4.36,1770,no,excellent,bar
3445.30530,4559.70246,2.8,7009,no,satisfactory,bar
919.91816,1064.89254,3.71,1966,no,poor,machine
4616.72875,2803.51438,3.19,4418,no,excellent,kiosk
1019.84781,604.80524,3.92,6663,no,poor,kiosk
5909.34279,6896.38146,4.82,2326,yes,excellent,machine
5515.15653,4903.78851,3.63,912,no,excellent,machine
1277.23917,1214.51300,1.77,3929,no,excellent,bar
3970.88602,2332.36970,1.03,2122,no,satisfactory,kiosk
1781.90193,3001.28014,1.74,3890,no,satisfactory,kiosk
1474.48401,1352.99885,1.48,2611,no,excellent,kiosk
11028.67416,1627.08240,1.18,3473,yes,poor,bar
3619.91578,5670.77561,5.61,1930,yes,excellent,kiosk
810.92880,425.18055,3.63,4458,no,poor,bar
2147.88744,1527.09019,4.7,4035,no,excellent,kiosk
2008.73796,324.15804,1.57,5652,yes,poor,machine
3258.86794,2412.66789,2.05,3734,yes,poor,kiosk
2810.41868,2598.64044,4.19,2000,yes,satisfactory,machine
2870.29272,3826.02953,2.94,2476,no,poor,bar
2313.22215,2623.19102,4.58,3919,no,satisfactory,kiosk
2150.93423,2348.99661,2.1,1578,no,satisfactory,kiosk
5559.59496,6325.29069,2.12,3321,yes,excellent,machine
2417.83032,1920.94653,2.8,3748,yes,satisfactory,machine
1565.15848,1345.02410,1.97,6737,no,excellent,kiosk
2575.58093,1602.78232,2.1,4698,no,excellent,bar
9801.71955,1616.36391,1.81,4253,no,excellent,bar
680.06818,563.17091,1.21,2737,no,excellent,bar
1205.34357,1616.53300,3,2861,no,poor,kiosk
3555.50460,3972.64296,3.26,2047,no,excellent,kiosk
3014.71891,2714.61300,1.15,4464,yes,satisfactory,bar
1478.12758,2588.79442,3.72,2211,no,satisfactory,machine
7628.49502,9808.36127,3.13,3110,yes,satisfactory,kiosk
1995.25434,1036.42712,4.97,1721,no,poor,kiosk
908.69813,969.00644,1.68,5837,no,satisfactory,machine
3119.03158,1773.39058,5.2,2558,no,satisfactory,bar
761.35955,698.35819,2.1,4085,yes,satisfactory,bar
2043.47970,1706.88479,4.53,1715,no,satisfactory,kiosk
3925.63931,2520.37840,4.4,1996,yes,excellent,kiosk
1442.26842,1767.25213,4.88,3698,no,poor,kiosk
2715.72272,4448.05539,4.15,2132,no,satisfactory,machine
4820.27787,3674.09916,3.45,1069,yes,poor,bar
470.67363,395.51659,5.14,1096,no,poor,bar
3089.34348,3501.81606,4.54,5771,no,excellent,bar
1843.89745,2419.81142,2.08,825,yes,satisfactory,kiosk
1408.48502,1242.18149,5,5830,no,satisfactory,kiosk
3000.07934,3705.16896,4.03,969,no,excellent,kiosk
